WKT,id,DESC,Focus Area,Basements,Hist_Flood,Vul_Recep,Opp,Crit_Infra,Catch_Area,WCC_Scheme,%TreeCover,%FloodCov,Avg_Temp,PopDense,OSDef,AirQual,Programme,Westforms,WSP Ref,WCC No.,Project,Postcode,PM,PM Full,Stage,Expected C,Planned Co,Expected T,Cost Inclu,Expected S,Programm_1,SuDS Catch,Feasibilit,Masterplan,Monthly up,Date of la,Project De,SuDS Engin,Author (IN,Checker (I,Date Repor,Date share,Comments R,Comments i,SuDS Optio,SuDS Opt_1,Report Det,SuDS taken,Reason why,Number and,Lat,Long
"MULTIPOLYGON (((528774.596 182194.697000001,528415.475726319 182092.790624437,528256.698121137 182068.973983659,527417.823107091 181806.990935109,527055.280908592 181703.78549174,526872.686662633 181907.550085057,527166.42523222 182248.921936199,526764.188632425 182526.782745268,526592.179560144 182759.656566201,526539.25369175 182997.822973975,526282.563230039 183341.841118536,525999.804 183678.402000001,526052.003 183726.998,526364.598 183882.403000001,526434.697 183893.800000001,526739.097 183866.298,526726.4 183732.495999999,526772.704 183661.897,526876.699 183748.002,526953.996 183684.300000001,527052.698 183772.705,527151.103 183700.096000001,527370.8 183470.700999999,527478.003 183542.801000001,527676.898 183645.501,527751.9495 183545.050000001,528097.1 183668.305,528213.9979 183685.5,528633.103 182307.604,528728.201 182335.495999999,528774.596 182194.697000001)))","5",REGENTS PARK,"3","314","6","35","68","35","3318169","1",2.4,0.4,31.924560,0.0096190000,207.577822,7.685882,Developer Funded,WA19098LG,"70063503",C.WD13261,Ordnance Mews,NW8 6PF,MC,Megan Crawford,"6",29-05-2024,N/A,,N/A,TBC,2024/25,"5",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.534441000000001,-0.171072000000000
"MULTIPOLYGON (((528774.596 182194.697000001,528415.475726319 182092.790624437,528256.698121137 182068.973983659,527417.823107091 181806.990935109,527055.280908592 181703.78549174,526872.686662633 181907.550085057,527166.42523222 182248.921936199,526764.188632425 182526.782745268,526592.179560144 182759.656566201,526539.25369175 182997.822973975,526282.563230039 183341.841118536,525999.804 183678.402000001,526052.003 183726.998,526364.598 183882.403000001,526434.697 183893.800000001,526739.097 183866.298,526726.4 183732.495999999,526772.704 183661.897,526876.699 183748.002,526953.996 183684.300000001,527052.698 183772.705,527151.103 183700.096000001,527370.8 183470.700999999,527478.003 183542.801000001,527676.898 183645.501,527751.9495 183545.050000001,528097.1 183668.305,528213.9979 183685.5,528633.103 182307.604,528728.201 182335.495999999,528774.596 182194.697000001)))","5",REGENTS PARK,"3","314","6","35","68","35","3318169","1",2.4,0.4,31.924560,0.0096190000,207.577822,7.685882,Major Projects,WA21065WH,"70086238",C.WD13434,St John's Wood High St Public Realm Improvements,NW8 7NG,MD,Matt Davies,Closed,Works completed,N/A,TBC,N/A,N/A,2023/24,"5",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.532359000000000,-0.169627000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA1909CXF,"70064705",C.WD13272,117 to 125 Bayswater Road Public Realm,W2 3JH,PO,Papa Okoh,Closed,26-09-2023,N/A,N/A,N/A,N/A,,"6",Poor,,N/A,N/A,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.511660999999997,-0.186584000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA2105UGG,"70085640",,20 Eastbourne Terrace vehicle crossovers,W2 6LA,DDC,Denzil Da Costa,Closed,Construction Finished,N/A,tbc,N/A,n/a,2023/24,"6",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.516455999999998,-0.178721000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA2101ZRT,"70081007",N/A,300 Harrow Road,W2 5HG,DC,Dan Carolan,Closed,Construction Finished,N/A,"£1,49,621.04",N/A,n/a,2023/24,"6",Good,"12",Scheme is complete,23-01-2025,,"SuDS Optioneering Report in progress, SuDS optioneering report sent to checker 23/10/2023 - Email sent (24/01/2024) to PM requesting further information to aid CB/ES meeting (25/01/2024) - email sent to PM with further options (02/02/2024) - Email sent t",CB,ES/AL,23-10-2023,25-10-2023,25-10-2023,08-11-2023,Optioneering report produced,Yes,Potential for SuDS,No,Existing utilities,New trees are proposed as part of the scheme. Connection to the existing sewer is not feasible due to dense existing utilities and the location of the existing sewer/manholes. The trees therefore will not be connected to the existing sewer. No input from,51.521906999999999,-0.192745000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA2110ZV6,"70090287",C.WD13462,40 Eastbourne Terrace,W2 6LG,PW,Phoebe Wood,Closed,Construction Finished,N/A,TBC,N/A,n/a,2023/24,"6",Poor,,n/a,,,,,,,,,,No optioneering needed as scheme assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,N/A,N/A,N/A,51.516753000000001,-0.179203000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA2202NMG,"70094046",C.WD13468,Bayswater Road Crossings Modification and New Crossing Provision,W2 3RS,PO,Papa Okoh,Closed,12-11-2024,Same as main scheme,"£1,71,544.48",N/A,TBC,2024/25,"6",Average,,"Bayswater road crossing 
project is a crossings project and there is no scope for SUDS",23-01-2025,,"07/12/2023 - PM emailed 
19/12/2023 - PM chased
20/02/2024 - PM chased again
22/04/2024 - sent to ES for checking
",TB,ES,22-04-2024,,,,Under review,Yes,Report with WSP,No,Limited space available,N/A,51.511639000000002,-0.187027000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Major Projects,WA2212K7R,"70065493",C.WD10679,C43 - Hyde Park to Gloucester Place,W2 2HJ,JCH,Jorge Cuesta,"2",17-06-2025,N/A,N/A,N/A,N/A,2024/25,"6",Poor,,N/A,23-01-2025,,,,,,,,,No optioneering needed as scheme assessed as poor feasibility for SuDS,No,Limited or no space available for SuDS,No,N/A,N/A,51.514912000000002,-0.164442000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2211HRD,"70106406",C.WD13450,CMS PH3 Bayswater Road,W2 3PS,AS,Andreas Sigalas,"1",Jul-26,Same as main scheme,TBC,N/A,TBC,25/26,"6",Good,,"Corridor option 
being finalised – SuDS to be engaged once confirmed",23-01-2025,,"Cycle Scheme - optioneering report needed, confirmed by Nicole.
12.04.24 - PM emailed.
17.04.24 - Meeting with PM, Proposal allows space for SuDS but needs to be approved by 3 sets of stakeholders before optioneering can proceed.
01.07.24 - PM re-contact",,,,,,,TBC - Proposal allows space for SuDS but needs to be approved by 3 sets of stakeholders before optioneering can proceed,Scheme still in concept design,Scheme still in concept design,TBC,TBC,TBC,51.511718999999999,-0.176518000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,"	WA2211EWI","70106408",C.WD13450,CMS PH3 Westbourne Terrace,W2 6QE,AS,Andreas Sigalas,"1",Jun-26,Same as main scheme,TBC,N/A,TBC,25/26,"6",Good,,"Corridor option 
being finalised – SuDS to be engaged once confirmed",23-01-2025,,"Cycle Scheme - optioneering report needed, confirmed by Nicole
17.04.24 - Meeting with PM, scheme in very early stages. PM will contact us end of June/ July .
01.07.24 - PM re-contacted
30.08.24 Follow up email sent to PM
02/09/24 PM advised that the des",BT,,,,,,Potential for SuDS to be reviewed,Scheme still in concept design,Scheme still in concept design,TBC,TBC,TBC,51.516137000000001,-0.180766000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Major Projects,WA2103LUE,"70091640",CWD13366,Connaught Village Green,W2 2AW,MD / JCH,Matt Davies / Jorge Cuesta,"5",05-09-2024,N/A,"£6,41,335.16",N/A,n/a,2023/24,"5",Good,,N/A,23-01-2025,,"9.10.2023- PM discussion- drawings to be sent coming week - design currently between stage 1/2. 
24.10.2023-Drawing updated received from PM by . 
Suds Report being reviewed by LP
21.05.2024- PM recontacted - states No Suds scoped for the scheme-  due to",IG,TO,02-11-2023,06-11-2023,10-11-2023,"N/A - Reissue deemed 
not needed",Optioneering report produced,Yes,Potential for SuDS,No,Limited space available,N/A,51.514859999999999,-0.166303000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA22012JK,"70092600",C.WD13533,NCP Queensway Project - Stage 1-6 Combined Programme,W2 5HL,SC,Shujahat Chohan,Closed,Construction Finished,N/A,TBC,N/A,n/a,,"6",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.516119000000003,-0.188895000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,,WA1709DC1,"70031830",C.WD12495,North Wharf Gardens Site II Public Realm,W2 1LF,PG,Panagiota Georgiou,Closed,Construction Finished,N/A,tbc,N/A,n/a,,"6",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.519371000000000,-0.173449000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2106O4B,"70086183","C.WD13322
",North Wharf Road - Marylebone Boys School,W2 1QZ,PW,Phoebe Wood,"5",01-12-2024,N/A,TBC,N/A,n/a,,"6",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.519074000000003,-0.176934000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2004UH1,"70068820",C.WD13322,Northumberland Place,W2 5BS,AT,Anoushka Popat,Closed,NA,N/A,tbc,N/A,n/a,,"6",Poor,,PROJECT DOES NOT INVOLVE SUDS,23-01-2025,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.516480999999999,-0.196073000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2401NL7,"70105096",C.WD13548,PIP - Hyde Park Crescent - Southwick Place,W2 2TN,SC,Shujahat Chohan,"6",15-07-2024,N/A,TBC,N/A,n/a,,"6",Poor,,n/a,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.514609999999998,-0.169282000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2302LB5,"70106673",C.WD13545.01,Porchester Square Crossing,W2 2PE,RW,Robert Webster,"6",30-10-2023,N/A,TBC,N/A,N/A,2024/25,"6",Poor,,Scheme already built,23-01-2025,,Email from WSP PM (16.01.2024) stated that it's already been built.,CM,,,,,,Scheme has already been built,No,Scheme has already been built,N/A,N/A,N/A,51.515293999999997,-0.166473000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Developer Funded,WA2202KVQ,"70094049",C.WD13469,Queensway Public Realm Scheme Phases 7 - 10,W2 4YN,PO,Papa Okoh,On hold,31-01-2025,Same as main scheme,,N/A,,2024/25,"6",Average,,Still on hold but about to be reopened. No scope for SUDS,25-01-2025,,"16/11/2023 - Email sent to PM -  Chase sent 27/11/2023 - Response from PM received 29/11/2023 - Review started 04/12/2023
15/10/24 - follow up email sent to PM
18/10/2024 PM advised that the scheme is still on hold at the moment waiting for the Developer",CB,GH,"23/01/2024
26/04/2024",11-07-2024,12-07-2024,31-07-2024,Under review,Yes,Scheme on hold,No,TBC,TBC,51.514578999999998,-0.188740000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA2010Z5H,"70079054",C.WD13308,"School Streets - St James & St John CE Primary School, Craven Terrace",W2 3QD,AP,Anoushka Popat,Closed,closed,N/A,tbc,N/A,n/a,,"6",Average,,Project has been closed out.',23-01-2025,,"16/10/2024 PM advised 'no project/design being progressed, project has been closed out.'",,,,,,,Potential for SuDS to be reviewed,Scheme closed out,N/A,N/A,Scheme closed out,N/A,51.512948000000002,-0.179264000000000
"MULTIPOLYGON (((527055.280908592 181703.78549174,527581.893299113 181858.15260789,527842.539650771 180999.549890949,527762.723349459 180979.583192549,526632.401196018 180745.189578803,526157.081420797 180627.001959018,525556.6342 180542.845899999,525493.103 180757.198000001,525436.7152 180744.816099999,525339.2998 181111.4771,525054.1507 181051.079500001,524996.6733 181304.9932,524937.6 181429.296,524887.1984 181408.505899999,524761.898 181623.9,524743.504 181683.302999999,524720.9039 181718.403000001,524796.297 181751.004000001,524928.399 181741.0288,524875.4 181867.800000001,525115.547831951 181812.283521948,525265.614721294 181831.175116639,525675.790201348 182012.446215888,526130.952669537 181811.327915991,526212.987765547 181861.607490965,526381.027397698 181701.506739073,527055.280908592 181703.78549174)))","6",PADDINGTON,"1","1630","36","42","101","25","2856612","6",4.4,1.0,32.417520,0.0183000000,273.420566,4.989618,Sustainable Transport Programme,WA1906G5W,"61380",C.WD13265,Seymour Place & Upper Berkeley St - Halcyon International School,W1H 5AU,RW,Rob Webster,Closed,Construction Finished,N/A,tbc,N/A,N/A,,"6",Poor,,N/A,,,,,,,,,,No optioneering needed- design too far progressed,No,Design too far progressed,N/A,N/A,N/A,51.515571000000001,-0.161764000000000
